"cell" "level1class"
"1855" "1772058177_C06" "oligodendrocytes"
"1856" "1772060240_B12" "oligodendrocytes"
"1857" "1772062113_B06" "oligodendrocytes"
"1858" "1772062114_H12" "oligodendrocytes"
"1859" "1772063062_A06" "oligodendrocytes"
"1860" "1772062109_G05" "oligodendrocytes"
"1861" "1772063079_C12" "oligodendrocytes"
"1862" "1772062116_G06" "oligodendrocytes"
"1863" "1772062113_G01" "oligodendrocytes"
"1864" "1772062113_F02" "oligodendrocytes"
"1865" "1772062113_B01" "oligodendrocytes"
"1866" "1772062111_C09" "oligodendrocytes"
"1867" "1772062111_G02" "oligodendrocytes"
"1868" "1772060224_A07" "oligodendrocytes"
"1869" "1772062113_F07" "oligodendrocytes"
"1870" "1772062114_F03" "oligodendrocytes"
"1871" "1772062111_D11" "oligodendrocytes"
"1872" "1772058171_F05" "oligodendrocytes"
"1873" "1772062111_E03" "oligodendrocytes"
"1874" "1772062113_A05" "oligodendrocytes"
"1875" "1772060224_C04" "oligodendrocytes"
"1876" "1772058171_G08" "oligodendrocytes"
"1877" "1772062113_B04" "oligodendrocytes"
"1878" "1772062113_D09" "oligodendrocytes"
"1879" "1772062109_C07" "oligodendrocytes"
"1880" "1772062109_F01" "oligodendrocytes"
"1881" "1772062113_G11" "oligodendrocytes"
"1882" "1772062114_A03" "oligodendrocytes"
"1883" "1772058177_A02" "oligodendrocytes"
"1884" "1772058171_C03" "oligodendrocytes"
"1885" "1772062109_A07" "oligodendrocytes"
"1886" "1772063061_A07" "oligodendrocytes"
"1887" "1772062111_G01" "oligodendrocytes"
"1888" "1772058171_C12" "oligodendrocytes"
"1889" "1772058171_D10" "oligodendrocytes"
"1890" "1772062109_B01" "oligodendrocytes"
"1891" "1772063079_F07" "oligodendrocytes"
"1892" "1772058171_H02" "oligodendrocytes"
"1893" "1772062128_H11" "oligodendrocytes"
"1894" "1772066108_D06" "oligodendrocytes"
"1895" "1772062111_D05" "oligodendrocytes"
"1896" "1772062113_C03" "oligodendrocytes"
"1897" "1772062116_B12" "oligodendrocytes"
"1898" "1772062118_F02" "oligodendrocytes"
"1899" "1772062114_C07" "oligodendrocytes"
"1900" "1772067057_B03" "oligodendrocytes"
"1901" "1772062118_F08" "oligodendrocytes"
"1902" "1772062114_B03" "oligodendrocytes"
"1903" "1772058171_D06" "oligodendrocytes"
"1904" "1772063062_C10" "oligodendrocytes"
"1905" "1772058171_C09" "oligodendrocytes"
"1906" "1772063062_C07" "oligodendrocytes"
"1907" "1772062116_E08" "oligodendrocytes"
"1908" "1772062116_E07" "oligodendrocytes"
"1909" "1772062113_B03" "oligodendrocytes"
"1910" "1772062116_A09" "oligodendrocytes"
"1911" "1772062114_E11" "oligodendrocytes"
"1912" "1772062128_H05" "oligodendrocytes"
"1913" "1772058148_A06" "oligodendrocytes"
"1914" "1772062111_G11" "oligodendrocytes"
"1915" "1772062113_A01" "oligodendrocytes"
"1916" "1772060224_G06" "oligodendrocytes"
"1917" "1772062109_A12" "oligodendrocytes"
"1918" "1772062115_B06" "oligodendrocytes"
"1919" "1772066108_G12" "oligodendrocytes"
"1920" "1772071040_D12" "oligodendrocytes"
"1921" "1772058171_F06" "oligodendrocytes"
"1922" "1772063063_D06" "oligodendrocytes"
"1923" "1772062116_D04" "oligodendrocytes"
"1924" "1772063064_D06" "oligodendrocytes"
"1925" "1772063074_G12" "oligodendrocytes"
"1926" "1772062113_A02" "oligodendrocytes"
"1927" "1772058148_A04" "oligodendrocytes"
"1928" "1772062113_A12" "oligodendrocytes"
"1929" "1772063062_H08" "oligodendrocytes"
"1930" "1772063063_B06" "oligodendrocytes"
"1931" "1772062113_F03" "oligodendrocytes"
"1932" "1772062109_C03" "oligodendrocytes"
"1933" "1772062116_F04" "oligodendrocytes"
"1934" "1772063062_G01" "oligodendrocytes"
"1935" "1772062116_E02" "oligodendrocytes"
"1936" "1772063062_C01" "oligodendrocytes"
"1937" "1772063074_H11" "oligodendrocytes"
"1938" "1772063079_D07" "oligodendrocytes"
"1939" "1772071040_G04" "oligodendrocytes"
"1940" "1772063063_A01" "oligodendrocytes"
"1941" "1772063063_A12" "oligodendrocytes"
"1942" "1772071014_D12" "oligodendrocytes"
"1943" "1772062109_A09" "oligodendrocytes"
"1944" "1772067069_G04" "oligodendrocytes"
"1945" "1772062111_E11" "oligodendrocytes"
"1946" "1772063074_A11" "oligodendrocytes"
"1947" "1772063062_G11" "oligodendrocytes"
"1948" "1772062118_H04" "oligodendrocytes"
"1949" "1772062109_F04" "oligodendrocytes"
"1950" "1772060240_C04" "oligodendrocytes"
"1951" "1772067074_F06" "oligodendrocytes"
"1952" "1772063063_B10" "oligodendrocytes"
"1953" "1772071041_A08" "oligodendrocytes"
"1954" "1772063062_B04" "oligodendrocytes"
"1955" "1772066097_B12" "oligodendrocytes"
"1956" "1772062114_E05" "oligodendrocytes"
"1957" "1772063077_D02" "oligodendrocytes"
"1958" "1772060240_G11" "oligodendrocytes"
"1959" "1772063074_C12" "oligodendrocytes"
"1960" "1772062118_H10" "oligodendrocytes"
"1961" "1772060224_H04" "oligodendrocytes"
"1962" "1772060240_F04" "oligodendrocytes"
"1963" "1772063062_F12" "oligodendrocytes"
"1964" "1772062115_D05" "oligodendrocytes"
"1965" "1772071040_D05" "oligodendrocytes"
"1966" "1772063074_G07" "oligodendrocytes"
"1967" "1772063063_G02" "oligodendrocytes"
"1968" "1772063061_G08" "oligodendrocytes"
"1969" "1772063061_D10" "oligodendrocytes"
"1970" "1772062114_E06" "oligodendrocytes"
"1971" "1772062111_E04" "oligodendrocytes"
"1972" "1772060224_H05" "oligodendrocytes"
"1973" "1772063062_D05" "oligodendrocytes"
"1974" "1772063061_D01" "oligodendrocytes"
"1975" "1772060240_F02" "oligodendrocytes"
"1976" "1772062114_F05" "oligodendrocytes"
"1977" "1772071041_A12" "oligodendrocytes"
"1978" "1772062116_H05" "oligodendrocytes"
"1979" "1772063062_G05" "oligodendrocytes"
"1980" "1772063062_E08" "oligodendrocytes"
"1981" "1772063062_E11" "oligodendrocytes"
"1982" "1772062118_C01" "oligodendrocytes"
"1983" "1772071040_A08" "oligodendrocytes"
"1984" "1772062128_A01" "oligodendrocytes"
"1985" "1772063078_H04" "oligodendrocytes"
"1986" "1772063063_C10" "oligodendrocytes"
"1987" "1772062113_G09" "oligodendrocytes"
"1988" "1772062115_E01" "oligodendrocytes"
"1989" "1772063074_F10" "oligodendrocytes"
"1990" "1772063068_D10" "oligodendrocytes"
"1991" "1772063062_E01" "oligodendrocytes"
"1992" "1772063063_B11" "oligodendrocytes"
"1993" "1772063062_A08" "oligodendrocytes"
"1994" "1772060225_E02" "oligodendrocytes"
"1995" "1772063061_F05" "oligodendrocytes"
"1996" "1772071041_A10" "oligodendrocytes"
"1997" "1772062118_A03" "oligodendrocytes"
"1998" "1772063079_F04" "oligodendrocytes"
"1999" "1772071041_B04" "oligodendrocytes"
"2000" "1772062116_A11" "oligodendrocytes"
"2001" "1772062118_B03" "oligodendrocytes"
"2002" "1772063061_G11" "oligodendrocytes"
"2003" "1772063061_D12" "oligodendrocytes"
"2004" "1772063078_B01" "oligodendrocytes"
"2005" "1772062113_B11" "oligodendrocytes"
"2006" "1772062115_A04" "oligodendrocytes"
"2007" "1772060225_G01" "oligodendrocytes"
"2008" "1772066098_A04" "oligodendrocytes"
"2009" "1772063078_E11" "oligodendrocytes"
"2010" "1772066098_B04" "oligodendrocytes"
"2011" "1772060225_C05" "oligodendrocytes"
"2012" "1772062115_D04" "oligodendrocytes"
"2013" "1772063078_B06" "oligodendrocytes"
"2014" "1772062118_F10" "oligodendrocytes"
"2015" "1772063068_G06" "oligodendrocytes"
"2016" "1772063078_C07" "oligodendrocytes"
"2017" "1772063078_B07" "oligodendrocytes"
"2018" "1772062113_A08" "oligodendrocytes"
"2019" "1772062115_C06" "oligodendrocytes"
"2020" "1772060225_C11" "oligodendrocytes"
"2021" "1772063077_E09" "oligodendrocytes"
"2022" "1772063074_A04" "oligodendrocytes"
"2023" "1772063074_G04" "oligodendrocytes"
"2024" "1772062115_B10" "oligodendrocytes"
"2025" "1772060225_G04" "oligodendrocytes"
"2026" "1772060224_A11" "oligodendrocytes"
"2027" "1772060224_B03" "oligodendrocytes"
"2028" "1772060224_C10" "oligodendrocytes"
"2029" "1772062115_C04" "oligodendrocytes"
"2030" "1772062111_B04" "oligodendrocytes"
"2031" "1772060225_C07" "oligodendrocytes"
"2032" "1772062114_B09" "oligodendrocytes"
"2033" "1772063062_F03" "oligodendrocytes"
"2034" "1772063078_F05" "oligodendrocytes"
"2035" "1772063078_C09" "oligodendrocytes"
"2036" "1772060240_F10" "oligodendrocytes"
"2037" "1772062116_E04" "oligodendrocytes"
"2038" "1772063078_C08" "oligodendrocytes"
"2039" "1772063078_F02" "oligodendrocytes"
"2040" "1772063078_B11" "oligodendrocytes"
"2041" "1772062115_A02" "oligodendrocytes"
"2042" "1772060224_D03" "oligodendrocytes"
"2043" "1772062111_A12" "oligodendrocytes"
"2044" "1772063078_F11" "oligodendrocytes"
"2045" "1772066080_D05" "oligodendrocytes"
"2046" "1772060240_G10" "oligodendrocytes"
"2047" "1772062116_E01" "oligodendrocytes"
"2048" "1772060225_G06" "oligodendrocytes"
"2049" "1772060240_A12" "oligodendrocytes"
"2050" "1772063079_C01" "oligodendrocytes"
"2051" "1772060224_A06" "oligodendrocytes"
"2052" "1772063061_H10" "oligodendrocytes"
"2053" "1772062114_D06" "oligodendrocytes"
"2054" "1772066096_C04" "oligodendrocytes"
"2055" "1772063061_C05" "oligodendrocytes"
"2056" "1772060225_F12" "oligodendrocytes"
"2057" "1772063061_E08" "oligodendrocytes"
"2058" "1772062118_E02" "oligodendrocytes"
"2059" "1772062114_H05" "oligodendrocytes"
"2060" "1772063061_C03" "oligodendrocytes"
"2061" "1772062114_H10" "oligodendrocytes"
"2062" "1772062115_A06" "oligodendrocytes"
"2063" "1772062114_B12" "oligodendrocytes"
"2064" "1772063079_E08" "oligodendrocytes"
"2065" "1772063061_B11" "oligodendrocytes"
"2066" "1772063061_F11" "oligodendrocytes"
"2067" "1772066070_C12" "oligodendrocytes"
"2068" "1772062114_A08" "oligodendrocytes"
"2069" "1772063078_G08" "oligodendrocytes"
"2070" "1772063074_A09" "oligodendrocytes"
"2071" "1772060225_B12" "oligodendrocytes"
"2072" "1772063079_A06" "oligodendrocytes"
"2073" "1772063077_D09" "oligodendrocytes"
"2074" "1772060224_A02" "oligodendrocytes"
"2075" "1772062118_B05" "oligodendrocytes"
"2076" "1772060225_F09" "oligodendrocytes"
"2077" "1772063074_G10" "oligodendrocytes"
"2078" "1772063079_A12" "oligodendrocytes"
"2079" "1772063079_D01" "oligodendrocytes"
"2080" "1772063074_F12" "oligodendrocytes"
"2081" "1772067073_A08" "oligodendrocytes"
"2082" "1772063077_C01" "oligodendrocytes"
"2083" "1772060225_A12" "oligodendrocytes"
"2084" "1772063079_F09" "oligodendrocytes"
"2085" "1772063078_A03" "oligodendrocytes"
"2086" "1772062114_H04" "oligodendrocytes"
"2087" "1772062115_D03" "oligodendrocytes"
"2088" "1772063064_E03" "oligodendrocytes"
"2089" "1772063079_D08" "oligodendrocytes"
"2090" "1772060224_E09" "oligodendrocytes"
"2091" "1772063079_H03" "oligodendrocytes"
"2092" "1772062111_H07" "oligodendrocytes"
"2093" "1772060224_H11" "oligodendrocytes"
"2094" "1772063074_H10" "oligodendrocytes"
"2095" "1772063064_D09" "oligodendrocytes"
"2096" "1772066089_F12" "oligodendrocytes"
"2097" "1772062116_F10" "oligodendrocytes"
"2098" "1772063078_E03" "oligodendrocytes"
"2099" "1772060224_B05" "oligodendrocytes"
"2100" "1772060224_D01" "oligodendrocytes"
"2101" "1772063079_D09" "oligodendrocytes"
"2102" "1772063063_H08" "oligodendrocytes"
"2103" "1772060225_G07" "oligodendrocytes"
"2104" "1772060226_D12" "oligodendrocytes"
"2105" "1772063062_D01" "oligodendrocytes"
"2106" "1772063064_H11" "oligodendrocytes"
"2107" "1772062114_D10" "oligodendrocytes"
"2108" "1772060225_H12" "oligodendrocytes"
"2109" "1772060226_A01" "oligodendrocytes"
"2110" "1772060226_A11" "oligodendrocytes"
"2111" "1772060226_D01" "oligodendrocytes"
"2112" "1772060226_D11" "oligodendrocytes"
"2113" "1772060225_D07" "oligodendrocytes"
"2114" "1772060226_F06" "oligodendrocytes"
"2115" "1772060226_A07" "oligodendrocytes"
"2116" "1772060226_D03" "oligodendrocytes"
"2117" "1772060226_D04" "oligodendrocytes"
"2118" "1772060226_E10" "oligodendrocytes"
"2119" "1772060226_B11" "oligodendrocytes"
"2120" "1772060226_A08" "oligodendrocytes"
"2121" "1772060226_G04" "oligodendrocytes"
"2122" "1772060226_H11" "oligodendrocytes"
"2123" "1772060226_G06" "oligodendrocytes"
"2124" "1772060226_H04" "oligodendrocytes"
"2125" "1772060226_G11" "oligodendrocytes"
"2126" "1772060226_F04" "oligodendrocytes"
"2127" "1772060226_F08" "oligodendrocytes"
"2128" "1772060226_C07" "oligodendrocytes"
"2129" "1772060226_B03" "oligodendrocytes"
"2130" "1772060226_G05" "oligodendrocytes"
"2131" "1772060226_A12" "oligodendrocytes"
"2132" "1772063065_F12" "oligodendrocytes"
"2133" "1772060226_B04" "oligodendrocytes"
"2134" "1772060226_B10" "oligodendrocytes"
"2135" "1772062114_A06" "oligodendrocytes"
"2136" "1772060226_C04" "oligodendrocytes"
"2137" "1772060226_H01" "oligodendrocytes"
"2138" "1772060226_B07" "oligodendrocytes"
"2139" "1772062115_E11" "oligodendrocytes"
"2140" "1772060226_G10" "oligodendrocytes"
"2141" "1772060226_A06" "oligodendrocytes"
"2142" "1772060226_B02" "oligodendrocytes"
"2143" "1772060226_E05" "oligodendrocytes"
"2144" "1772060226_C03" "oligodendrocytes"
"2145" "1772060226_E12" "oligodendrocytes"
"2146" "1772060226_D06" "oligodendrocytes"
"2147" "1772060226_A10" "oligodendrocytes"
"2148" "1772060226_E11" "oligodendrocytes"
"2149" "1772060226_B12" "oligodendrocytes"
"2150" "1772060225_E12" "oligodendrocytes"
"2151" "1772062115_E07" "oligodendrocytes"
"2152" "1772063068_F10" "oligodendrocytes"
"2153" "1772062111_B05" "oligodendrocytes"
"2154" "1772062111_C06" "oligodendrocytes"
"2155" "1772063065_H06" "oligodendrocytes"
"2156" "1772062111_C02" "oligodendrocytes"
"2157" "1772060225_B06" "oligodendrocytes"
"2158" "1772062128_E11" "oligodendrocytes"
"2159" "1772058148_B06" "oligodendrocytes"
"2160" "1772063079_E02" "oligodendrocytes"
"2161" "1772060225_A07" "oligodendrocytes"
"2162" "1772066100_F06" "oligodendrocytes"
"2163" "1772063074_A12" "oligodendrocytes"
"2164" "1772062118_G06" "oligodendrocytes"
"2165" "1772062114_F08" "oligodendrocytes"
"2166" "1772062115_C10" "oligodendrocytes"
"2167" "1772062128_C05" "oligodendrocytes"
"2168" "1772063077_F04" "oligodendrocytes"
"2169" "1772060225_H10" "oligodendrocytes"
"2170" "1772063074_H05" "oligodendrocytes"
"2171" "1772060224_A01" "oligodendrocytes"
"2172" "1772060225_C02" "oligodendrocytes"
"2173" "1772062109_F08" "oligodendrocytes"
"2174" "1772062115_G04" "oligodendrocytes"
"2175" "1772060225_D08" "oligodendrocytes"
"2176" "1772062115_F05" "oligodendrocytes"
"2177" "1772060224_B08" "oligodendrocytes"
"2178" "1772062115_B03" "oligodendrocytes"
"2179" "1772063074_C03" "oligodendrocytes"
"2180" "1772062113_E10" "oligodendrocytes"
"2181" "1772063068_A09" "oligodendrocytes"
"2182" "1772060224_F03" "oligodendrocytes"
"2183" "1772062128_G11" "oligodendrocytes"
"2184" "1772060225_C04" "oligodendrocytes"
"2185" "1772060225_D09" "oligodendrocytes"
"2186" "1772062113_C09" "oligodendrocytes"
"2187" "1772062128_B04" "oligodendrocytes"
"2188" "1772063062_F08" "oligodendrocytes"
"2189" "1772063068_E05" "oligodendrocytes"
"2190" "1772062114_C06" "oligodendrocytes"
"2191" "1772060224_C08" "oligodendrocytes"
"2192" "1772063061_D05" "oligodendrocytes"
"2193" "1772062109_D10" "oligodendrocytes"
"2194" "1772063077_A12" "oligodendrocytes"
"2195" "1772063078_D05" "oligodendrocytes"
"2196" "1772063078_B08" "oligodendrocytes"
"2197" "1772063071_A05" "oligodendrocytes"
"2198" "1772063078_A09" "oligodendrocytes"
"2199" "1772063062_D10" "oligodendrocytes"
"2200" "1772063065_D03" "oligodendrocytes"
"2201" "1772063079_G07" "oligodendrocytes"
"2202" "1772066095_A03" "oligodendrocytes"
"2203" "1772066098_A11" "oligodendrocytes"
"2204" "1772063068_B05" "oligodendrocytes"
"2205" "1772063077_D10" "oligodendrocytes"
"2206" "1772063068_F06" "oligodendrocytes"
"2207" "1772063078_G01" "oligodendrocytes"
"2208" "1772063065_B03" "oligodendrocytes"
"2209" "1772062109_C11" "oligodendrocytes"
"2210" "1772063078_D09" "oligodendrocytes"
"2211" "1772066077_A03" "oligodendrocytes"
"2212" "1772063065_H08" "oligodendrocytes"
"2213" "1772063062_D08" "oligodendrocytes"
"2214" "1772063074_E01" "oligodendrocytes"
"2215" "1772062111_G04" "oligodendrocytes"
"2216" "1772063064_G09" "oligodendrocytes"
"2217" "1772067070_C09" "oligodendrocytes"
"2218" "1772060225_D06" "oligodendrocytes"
"2219" "1772062109_B11" "oligodendrocytes"
"2220" "1772062115_A10" "oligodendrocytes"
"2221" "1772062118_D10" "oligodendrocytes"
"2222" "1772063068_H06" "oligodendrocytes"
"2223" "1772062111_A10" "oligodendrocytes"
"2224" "1772063065_A02" "oligodendrocytes"
"2225" "1772066098_F01" "oligodendrocytes"
"2226" "1772066070_B06" "oligodendrocytes"
"2227" "1772066097_D10" "oligodendrocytes"
"2228" "1772063062_F09" "oligodendrocytes"
"2229" "1772066098_A03" "oligodendrocytes"
"2230" "1772063062_F01" "oligodendrocytes"
"2231" "1772066098_D10" "oligodendrocytes"
"2232" "1772066074_A08" "oligodendrocytes"
"2233" "1772066101_H08" "oligodendrocytes"
"2234" "1772060226_H10" "oligodendrocytes"
"2235" "1772066098_E12" "oligodendrocytes"
"2236" "1772062118_H05" "oligodendrocytes"
"2237" "1772062118_B06" "oligodendrocytes"
"2238" "1772066098_C06" "oligodendrocytes"
"2239" "1772066095_F09" "oligodendrocytes"
"2240" "1772067059_A01" "oligodendrocytes"
"2241" "1772062116_F08" "oligodendrocytes"
"2242" "1772071035_A02" "oligodendrocytes"
"2243" "1772067074_A01" "oligodendrocytes"
"2244" "1772062111_E08" "oligodendrocytes"
"2245" "1772063078_D12" "oligodendrocytes"
"2246" "1772062111_C03" "oligodendrocytes"
"2247" "1772067094_E11" "oligodendrocytes"
"2248" "1772062111_D09" "oligodendrocytes"
"2249" "1772067058_A10" "oligodendrocytes"
"2250" "1772062118_C07" "oligodendrocytes"
"2251" "1772063079_H01" "oligodendrocytes"
"2252" "1772063063_E02" "oligodendrocytes"
"2253" "1772058171_E06" "oligodendrocytes"
"2254" "1772066108_E05" "oligodendrocytes"
"2255" "1772062128_H08" "oligodendrocytes"
"2256" "1772066104_C11" "oligodendrocytes"
"2257" "1772063063_C08" "oligodendrocytes"
"2258" "1772066102_A05" "oligodendrocytes"
"2259" "1772062118_H03" "oligodendrocytes"
"2260" "1772063074_E07" "oligodendrocytes"
"2261" "1772067094_F05" "oligodendrocytes"
"2262" "1772063063_A04" "oligodendrocytes"
"2263" "1772067083_C11" "oligodendrocytes"
"2264" "1772067060_F01" "oligodendrocytes"
"2265" "1772058148_G01" "oligodendrocytes"
"2266" "1772058148_E07" "oligodendrocytes"
"2267" "1772067058_D12" "oligodendrocytes"
"2268" "1772063061_E07" "oligodendrocytes"
"2269" "1772067054_A06" "oligodendrocytes"
"2270" "1772062128_E09" "oligodendrocytes"
"2271" "1772066107_E11" "oligodendrocytes"
"2272" "1772067054_C12" "oligodendrocytes"
"2273" "1772067070_C12" "oligodendrocytes"
"2274" "1772062128_G02" "oligodendrocytes"
"2275" "1772071045_D02" "oligodendrocytes"
"2276" "1772058177_D06" "oligodendrocytes"
"2277" "1772058177_F03" "oligodendrocytes"
"2278" "1772062128_E12" "oligodendrocytes"
"2279" "1772062128_F09" "oligodendrocytes"
"2280" "1772058177_D08" "oligodendrocytes"
"2281" "1772062118_A05" "oligodendrocytes"
"2282" "1772063063_E06" "oligodendrocytes"
"2283" "1772066070_G10" "oligodendrocytes"
"2284" "1772062128_C01" "oligodendrocytes"
"2285" "1772071045_E11" "oligodendrocytes"
"2286" "1772066076_G06" "oligodendrocytes"
"2287" "1772066103_H11" "oligodendrocytes"
"2288" "1772063063_E05" "oligodendrocytes"
"2289" "1772071045_F05" "oligodendrocytes"
"2290" "1772066076_B12" "oligodendrocytes"
"2291" "1772067058_F10" "oligodendrocytes"
"2292" "1772062128_D09" "oligodendrocytes"
"2293" "1772067064_A09" "oligodendrocytes"
"2294" "1772067054_F08" "oligodendrocytes"
"2295" "1772067096_F04" "oligodendrocytes"
"2296" "1772067059_C11" "oligodendrocytes"
"2297" "1772066096_G11" "oligodendrocytes"
"2298" "1772062115_G11" "oligodendrocytes"
"2299" "1772067076_B09" "oligodendrocytes"
"2300" "1772063063_A11" "oligodendrocytes"
"2301" "1772066100_G06" "oligodendrocytes"
"2302" "1772067058_B10" "oligodendrocytes"
"2303" "1772063070_D01" "oligodendrocytes"
"2304" "1772067060_H04" "oligodendrocytes"
"2305" "1772058148_B01" "oligodendrocytes"
"2306" "1772058148_A11" "oligodendrocytes"
"2307" "1772067059_E05" "oligodendrocytes"
"2308" "1772067063_G11" "oligodendrocytes"
"2309" "1772062128_F08" "oligodendrocytes"
"2310" "1772067060_E10" "oligodendrocytes"
"2311" "1772066076_G04" "oligodendrocytes"
"2312" "1772066098_D12" "oligodendrocytes"
"2313" "1772058148_A09" "oligodendrocytes"
"2314" "1772063074_B06" "oligodendrocytes"
"2315" "1772066090_D10" "oligodendrocytes"
"2316" "1772067076_G01" "oligodendrocytes"
"2317" "1772066076_F05" "oligodendrocytes"
"2318" "1772066108_H10" "oligodendrocytes"
"2319" "1772067059_G06" "oligodendrocytes"
"2320" "1772066095_F11" "oligodendrocytes"
"2321" "1772066077_B04" "oligodendrocytes"
"2322" "1772066102_G11" "oligodendrocytes"
"2323" "1772066108_E12" "oligodendrocytes"
"2324" "1772058177_E04" "oligodendrocytes"
"2325" "1772067076_B06" "oligodendrocytes"
"2326" "1772067057_A12" "oligodendrocytes"
"2327" "1772066090_B02" "oligodendrocytes"
"2328" "1772066077_C02" "oligodendrocytes"
"2329" "1772067076_G12" "oligodendrocytes"
"2330" "1772062115_E03" "oligodendrocytes"
"2331" "1772066099_E11" "oligodendrocytes"
"2332" "1772066108_A05" "oligodendrocytes"
"2333" "1772062118_H12" "oligodendrocytes"
"2334" "1772062111_C04" "oligodendrocytes"
"2335" "1772066108_C04" "oligodendrocytes"
"2336" "1772062115_H05" "oligodendrocytes"
"2337" "1772062109_B05" "oligodendrocytes"
"2338" "1772062109_D04" "oligodendrocytes"
"2339" "1772066076_F11" "oligodendrocytes"
"2340" "1772060224_D10" "oligodendrocytes"
"2341" "1772066108_H08" "oligodendrocytes"
"2342" "1772066102_D12" "oligodendrocytes"
"2343" "1772063074_A01" "oligodendrocytes"
"2344" "1772062118_C10" "oligodendrocytes"
"2345" "1772063062_E06" "oligodendrocytes"
"2346" "1772062118_G11" "oligodendrocytes"
"2347" "1772062111_C05" "oligodendrocytes"
"2348" "1772062115_B11" "oligodendrocytes"
"2349" "1772062115_G12" "oligodendrocytes"
"2350" "1772062118_F01" "oligodendrocytes"
"2351" "1772066076_E05" "oligodendrocytes"
"2352" "1772063062_H01" "oligodendrocytes"
"2353" "1772062113_D12" "oligodendrocytes"
"2354" "1772062111_E12" "oligodendrocytes"
"2355" "1772062113_C02" "oligodendrocytes"
"2356" "1772062114_A01" "oligodendrocytes"
"2357" "1772062118_D05" "oligodendrocytes"
"2358" "1772062118_G02" "oligodendrocytes"
"2359" "1772062115_B08" "oligodendrocytes"
"2360" "1772062109_H02" "oligodendrocytes"
"2361" "1772062111_B07" "oligodendrocytes"
"2362" "1772062111_B10" "oligodendrocytes"
"2363" "1772062109_F06" "oligodendrocytes"
"2364" "1772062113_C06" "oligodendrocytes"
"2365" "1772062113_C11" "oligodendrocytes"
"2366" "1772063070_C10" "oligodendrocytes"
"2367" "1772062111_A07" "oligodendrocytes"
"2368" "1772062111_H04" "oligodendrocytes"
"2369" "1772063061_F12" "oligodendrocytes"
"2370" "1772063079_H02" "oligodendrocytes"
"2371" "1772062118_E01" "oligodendrocytes"
"2372" "1772062115_E04" "oligodendrocytes"
"2373" "1772062109_F12" "oligodendrocytes"
"2374" "1772063070_D05" "oligodendrocytes"
"2375" "1772062113_G06" "oligodendrocytes"
"2376" "1772063061_E12" "oligodendrocytes"
"2377" "1772062113_E02" "oligodendrocytes"
"2378" "1772062113_H11" "oligodendrocytes"
"2379" "1772062111_H02" "oligodendrocytes"
"2380" "1772062113_D04" "oligodendrocytes"
"2381" "1772063079_D02" "oligodendrocytes"
"2382" "1772063079_E09" "oligodendrocytes"
"2383" "1772066095_G12" "oligodendrocytes"
"2384" "1772063061_D02" "oligodendrocytes"
"2385" "1772063078_F04" "oligodendrocytes"
"2386" "1772062113_F12" "oligodendrocytes"
"2387" "1772063079_C04" "oligodendrocytes"
"2388" "1772062116_H02" "oligodendrocytes"
"2389" "1772058171_B09" "oligodendrocytes"
"2390" "1772062115_C07" "oligodendrocytes"
"2391" "1772063064_E07" "oligodendrocytes"
"2392" "1772066108_H04" "oligodendrocytes"
"2393" "1772067060_D02" "oligodendrocytes"
"2394" "1772063079_D11" "oligodendrocytes"
"2395" "1772062113_E07" "oligodendrocytes"
"2396" "1772058171_B04" "oligodendrocytes"
"2397" "1772058177_E07" "oligodendrocytes"
"2398" "1772067076_D02" "oligodendrocytes"
"2399" "1772058177_D12" "oligodendrocytes"
"2400" "1772058171_E07" "oligodendrocytes"
"2401" "1772058177_C01" "oligodendrocytes"
"2402" "1772058171_A02" "oligodendrocytes"
"2403" "1772058171_B05" "oligodendrocytes"
"2404" "1772062111_E05" "oligodendrocytes"
"2405" "1772058171_D03" "oligodendrocytes"
"2406" "1772058177_A03" "oligodendrocytes"
"2407" "1772058171_E02" "oligodendrocytes"
"2408" "1772058171_A04" "oligodendrocytes"
"2409" "1772063074_D10" "oligodendrocytes"
"2410" "1772058171_G01" "oligodendrocytes"
"2411" "1772058177_E06" "oligodendrocytes"
"2412" "1772058177_C02" "oligodendrocytes"
"2413" "1772058177_B05" "oligodendrocytes"
"2414" "1772058171_D04" "oligodendrocytes"
"2415" "1772058171_D01" "oligodendrocytes"
"2416" "1772058177_F08" "oligodendrocytes"
"2417" "1772058171_C01" "oligodendrocytes"
"2418" "1772058171_F03" "oligodendrocytes"
"2419" "1772058171_A11" "oligodendrocytes"
"2420" "1772058171_G11" "oligodendrocytes"
"2421" "1772058171_A09" "oligodendrocytes"
"2422" "1772058171_F08" "oligodendrocytes"
"2423" "1772058177_F06" "oligodendrocytes"
"2424" "1772058171_B08" "oligodendrocytes"
"2425" "1772058171_G03" "oligodendrocytes"
"2426" "1772058177_A01" "oligodendrocytes"
"2427" "1772058177_B06" "oligodendrocytes"
"2428" "1772058148_G12" "oligodendrocytes"
"2429" "1772058171_B07" "oligodendrocytes"
"2430" "1772058177_G05" "oligodendrocytes"
"2431" "1772063064_F07" "oligodendrocytes"
"2432" "1772058171_E10" "oligodendrocytes"
"2433" "1772058171_B06" "oligodendrocytes"
"2434" "1772058177_E12" "oligodendrocytes"
"2435" "1772058171_D02" "oligodendrocytes"
"2436" "1772058177_B04" "oligodendrocytes"
